names,description,language,last_update

"
        ClashWithVikingStage7",Public,on Jan 11

"
        ClashWithVikingStage6",Public,on Jan 11

"
        ClashWithVikingsStage5",Public,on Jan 11

"
        ClashWithVikingStage4",Public,on Jan 11

"
        ClashWithVikingsStage3.5",Public,on Jan 11

"
        ClashWithVikingStage3",Public,on Jan 10

"
        ClashWithVikingStage2.5StudentActivity",Public,on Jan 10

"
        ClashWithVikingStage2StudentActivity",Public,on Jan 10

"
        ClashWithTheVikingsStage2",Public,on Jan 10

"
        ClashWithVikingsStage2TeacherActivity",Public,on Jan 9

"
        ClashWithVikingStage-1",Public,on Jan 8

"
        wrecking-ball",Public,on Jan 6

"
        PRO-C157-Project-Solution",Public,on Jan 6

"
        PRO-C156-Project",Public,on Jan 4

"
        PRO-C155-Project",Public,on Jan 4

"
        PRO-C154-Project",Public,on Jan 4

"
        A-Frame-Pysics-System-Example",Public,"on Dec 29, 2020"

"
        PRO-AR-TEST-01",Public,"on Dec 29, 2020"

"
        PRO-C153-Project",Public,"on Dec 25, 2020"

"
        virtual-tour",Public,"on Dec 24, 2020"

"
        PRO-VR-C152",Public,"on Dec 24, 2020"

"
        PRO-VR-C151",Public,"on Dec 24, 2020"

"
        AngryBirdsStage8",Public,"on Dec 19, 2020"

"
        PRO-C152-Activity-Reference",Public,"on Dec 19, 2020"

"
        CarRacingStage1.5",Public,"on Dec 16, 2020"

"
        Project-Solution-PRO-C150",Public,"on Dec 10, 2020"

"
        PRO-C150-Student-Activity",Public,"on Dec 10, 2020"

"
        PRO-C150-Activity-Reference",Public,"on Dec 10, 2020"

"
        PRO-C148-TypesOfLight",Public,"on Dec 3, 2020"

"
        AngryBirdsStage7",Public,"on Dec 2, 2020"

"
        PRO-C148-Student-Activity",Public,"on Dec 1, 2020"

"
        PRO-C146-Student-Activity",Public,"on Dec 1, 2020"

"
        PRO-C147-Student-Activity",Public,"on Dec 1, 2020"

"
        jetpack",Public,"on Nov 30, 2020"

"
        PRO-VR-C148",Public,"on Nov 30, 2020"

"
        PRO-C148-Activity-Reference",Public,"on Nov 29, 2020"

"
        VR-PRO-C147",Public,"on Nov 28, 2020"

"
        VR-PRO-C145",Public,"on Nov 26, 2020"

"
        VR-PRO-C146",Public,"on Nov 26, 2020"

"
        PRO-C147-Activity-Reference",Public,"on Nov 26, 2020"

"
        PRO-C145-Activity-Reference",Public,"on Nov 26, 2020"

"
        invisibility_cloak",Public,"on Nov 26, 2020"

"
        PRO-C146-Teacher-Ref",Public,"on Nov 26, 2020"

"
        Github-pages",Public,"on Nov 24, 2020"

"
        asynchronousBallMovement",Public,"on Nov 19, 2020"

"
        Blog-App-Stage-2",Public,"on Nov 17, 2020"

"
        project-c-142",Public,"on Nov 17, 2020"

"
        Blog-App",Public,"on Nov 15, 2020"

"
        project-c-141",Public,"on Nov 10, 2020"

"
        c-142",Public,"on Nov 10, 2020"

"
        imdb-movies-stage-2",Public,"on Nov 10, 2020"

"
        uploading_folders",Public,"on Nov 9, 2020"

"
        star-api",Public,"on Nov 6, 2020"

"
        imdb-moive-recommendation-stage-1",Public,"on Nov 5, 2020"

"
        c-141",Public,"on Nov 2, 2020"

"
        c-138-Project",Public,"on Nov 2, 2020"

"
        datasets",Public,"on Oct 27, 2020"

"
        book-santa-stage-2-v2",Public,"on Oct 23, 2020"

"
        book-santa-stage-1-v2",Public,"on Oct 22, 2020"

"
        web_scraping_2",Public,"on Oct 22, 2020"

"
        web_scraping_1",Public,"on Oct 22, 2020"

"
        book-santa-stage-13-v2",Public,"on Oct 21, 2020"

"
        Planet-Image-assets",Public,"on Oct 21, 2020"

"
        planet_flask",Public,"on Oct 20, 2020"

"
        book-santa-stage-12-v2",Public,"on Oct 19, 2020"

"
        book-santa-stage-11-v2",Public,"on Oct 19, 2020"

"
        book-santa-stage-10-v2",Public,"on Oct 17, 2020"

"
        book-santa-stage-9-v2",Public,"on Oct 16, 2020"

"
        book-santa-stage-4-v2",Public,"on Oct 13, 2020"

"
        book-santa-stage-5-v2",Public,"on Oct 13, 2020"

"
        book-santa-stage-8-v2",Public,"on Oct 13, 2020"

"
        book-santa-stage-7-v2",Public,"on Oct 13, 2020"

"
        book-santa-stage-6-v2",Public,"on Oct 13, 2020"

"
        angry-bird-stage-9",Public,"on Oct 10, 2020"

"
        Data-cleaning",Public,"on Oct 1, 2020"

"
        book-santa-stage-3-v2",Public,"on Sep 30, 2020"

"
        data-pre-processing",Public,"on Sep 29, 2020"

"
        web-scrapping-2",Public,"on Sep 28, 2020"

"
        Background-matters",Public,"on Sep 28, 2020"

"
        digital-recoginition-2",Public,"on Sep 25, 2020"

"
        Alphabet-detection",Public,"on Sep 23, 2020"

"
        flask-app",Public,"on Sep 23, 2020"

"
        Scraper",Public,"on Sep 22, 2020"

"
        boxClass",Public,"on Sep 19, 2020"

"
        Realtime-Image-detection",Public,"on Sep 16, 2020"

"
        cameraDetection",Public,"on Sep 15, 2020"

"
        solution_126",Public,"on Sep 14, 2020"

"
        C125",Public,"on Sep 12, 2020"

"
        Flask",Public,"on Sep 9, 2020"

"
        MeanMedianMode",Public,"on Aug 17, 2020"

"
        portfolio",Public,"on Jul 28, 2020"

"
        Sampling-distribution",Public,"on Jul 18, 2020"

"
        Sampling_Distribution",Public,"on Jul 18, 2020"

"
        z-test",Public,"on Jul 17, 2020"

"
        Properties_of-_normal-_distribution",Public,"on Jul 10, 2020"

"
        Properties-of-normal-distribution",Public,"on Jul 9, 2020"

"
        bell-curve--normal-distribution",Public,"on Jul 3, 2020"

"
        data-analysis-through-visualisation",Public,"on Jul 3, 2020"

"
        Normal-Distribution",Public,"on Jul 2, 2020"

"
        Data-Analysis-by-visualisation",Public,"on Jul 1, 2020"

"
        Python_class",Public,"on Jun 30, 2020"

"
        finding-correlation",Public,"on Jun 23, 2020"

"
        std_deviation",Public,"on Jun 23, 2020"

"
        Standard_deviation",Public,"on Jun 19, 2020"

"
        Mean_median_mode",Public,"on Jun 17, 2020"

"
        Data_visulization",Public,"on Jun 17, 2020"

"
        Automation",Public,"on Jun 15, 2020"

"
        Data-visualization",Public,"on Jun 13, 2020"

"
        carRacingStage0.5",Public,"on Jun 6, 2020"

"
        cloud_storage",Public,"on Jun 6, 2020"

"
        Bank_Atm",Public,"on Jun 3, 2020"

"
        Removing_files",Public,"on Jun 3, 2020"

"
        Moving_File",Public,"on May 27, 2020"

"
        Swapping_file",Public,"on May 27, 2020"

"
        Functions",Public,"on May 24, 2020"

"
        countingWords",Public,"on May 21, 2020"

"
        webinarTestRepo",Public,"on May 12, 2020"

"
        webinar_with_teachers",Public,"on May 12, 2020"

"
        staticSquare",Public,"on Apr 7, 2020"

"
        searchScreen",Public,"on Feb 21, 2020"

"
        BedTimeStoriesPart7",Public,"on Feb 21, 2020"

"
        The-Escape",Public,"on Feb 19, 2020"

"
        BedTimeStoriesPart6",Public,"on Feb 15, 2020"

"
        BedTimeStoryPart5",Public,"on Feb 8, 2020"

"
        BedTimeStoryPart4",Public,"on Feb 7, 2020"

"
        bedTimeStoryPart2",Public,"on Feb 2, 2020"

"
        MonkeyAndTheCrocodile",Public,"on Jan 15, 2020"

"
        carRacingStage3",Public,"on Jan 10, 2020"

"
        Portfolio2.0",Public,"on Nov 25, 2019"

"
        StudentPortfolio1.0",Public,"on Nov 3, 2019"

"
        jsreview",Public,"on Sep 20, 2019"

"
        carRacingStage2.5",Public,"on Sep 11, 2019"

"
        sample",Public,"on Sep 2, 2019"

"
        cx",Public,"on Aug 30, 2019"

"
        CarRacingGame1.0",Public,"on Aug 23, 2019"

"
        test",Public,"on Aug 20, 2019"

"
        synchronousBallMovement",Public,"on Aug 19, 2019"

"
        bouncyBall",Public,"on Aug 18, 2019"

"
        AngryBirdsStage9",Public,"on Aug 11, 2019"

"
        AngryBirdsStage6",Public,"on Jul 28, 2019"

"
        AngryBirdsStage5",Public,"on Jul 25, 2019"

"
        AngryBirdsStage3.5",Public,"on Jul 21, 2019"

"
        AngryBirdsStage3",Public,"on Jul 14, 2019"

"
        angryBirdsStage2TeacherActivity",Public,"on Jul 11, 2019"

"
        angryBirdsStage2StudentActivity",Public,"on Jul 11, 2019"

"
        angryBirdsStage1",Public,"on Jul 5, 2019"

"
        bounceOffAlgorithm",Public,"on Jun 25, 2019"

"
        collisionAlgorithm",Public,"on Jun 25, 2019"

